MGYP003109229901	UniRef90_K9SJY6 Photosystem II reaction center protein K n=1 Tax=Pseudanabaena sp. PCC 7367 TaxID=82654 RepID=K9SJY6_9CYAN	0.887	240	27	0	1	240	204	443	3.964E-137	440
MGYP003670052895	UniRef90_A0A166Q914 Acyl-CoA synthetase n=2 Tax=Rhodobacterales TaxID=204455 RepID=A0A166Q914_9RHOB	0.285	228	142	7	86	295	96	320	1.454E-07	65
MGYP000133107106	UniRef90_UPI0016771803 class E sortase n=4 Tax=Streptomyces TaxID=1883 RepID=UPI0016771803	0.997	477	1	0	1	477	1	477	2.171E-316	971
MGYP003108924102	UniRef90_UPI00083BBE14 zinc finger protein 468-like n=1 Tax=Eufriesea mexicana TaxID=516756 RepID=UPI00083BBE14	0.447	315	148	2	10	298	21	335	4.290E-73	258
MGYP003630281003	UniRef90_W4H151 EF-hand domain-containing protein n=7 Tax=Aphanomyces astaci TaxID=112090 RepID=W4H151_APHAT	0.645	347	115	4	1	346	1	340	7.952E-133	434
MGYP003108470380	UniRef90_V5GUE3 C2H2-type domain-containing protein (Fragment) n=4 Tax=Ixodes TaxID=6944 RepID=V5GUE3_IXORI	0.572	391	163	3	1	391	1	387	3.897E-131	431
MGYP003643710131	UniRef90_E6QZK2 Uncharacterized protein n=4 Tax=Cryptococcus gattii species complex TaxID=1884637 RepID=E6QZK2_CRYGW	0.260	311	209	5	13	311	8	309	5.416E-25	118
MGYP003662477660	UniRef90_A0A494ZW64 NAD(P)H-dependent oxidoreductase n=1 Tax=Oceanobacillus halophilus TaxID=930130 RepID=A0A494ZW64_9BACI	0.315	295	194	7	10	299	40	331	9.795E-25	117
MGYP003112365096	UniRef90_UPI0021E5136F hypothetical protein n=1 Tax=Paucibacter sp. Y2R2-4 TaxID=2893553 RepID=UPI0021E5136F	0.491	413	208	2	1	412	1	412	7.905E-128	422
MGYP003667787347	UniRef90_A0A0G4FS36 Uncharacterized protein n=2 Tax=Vitrella brassicaformis TaxID=1169539 RepID=A0A0G4FS36_VITBC	0.462	264	141	1	1	264	1	263	4.397E-62	225
MGYP003644684321	UniRef90_A0A444FWN5 UDP-glucuronate decarboxylase n=3 Tax=Ensete ventricosum TaxID=4639 RepID=A0A444FWN5_ENSVE	0.473	264	135	1	46	305	302	565	2.921E-68	244
MGYP003109195149	UniRef90_A0A833UKF6 Interferon-related developmental regulator N-terminal domain-containing protein n=1 Tax=Juglans regia TaxID=51240 RepID=A0A833UKF6_JUGRE	0.298	426	254	12	1	387	1	420	2.335E-30	141
MGYP000184092838	UniRef90_UPI0018D1E047 type III secretion system LEE export apparatus protein EscR n=3 Tax=Escherichia coli TaxID=562 RepID=UPI0018D1E047	0.249	285	182	11	49	325	97	357	1.398E-04	56
MGYP001774952919	UniRef90_A0A411DX53 Issp-86 (Fragment) n=2 Tax=Parasacculina yatsui TaxID=2836420 RepID=A0A411DX53_9CRUS	0.305	321	201	7	17	324	19	330	2.797E-30	134
MGYP000509335323	UniRef90_A0A0W0HED8 Uncharacterized protein n=4 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0W0HED8_PSEFL	0.575	172	72	1	1	171	276	447	7.935E-58	207
MGYP000237508066	UniRef90_A0A662BD65 Uncharacterized protein n=1 Tax=Bacteroidetes bacterium TaxID=1898104 RepID=A0A662BD65_9BACT	0.795	406	78	2	1	405	1	402	3.763E-198	625
MGYP003109940381	UniRef90_A0A1Q5EDN1 PE domain-containing protein n=2 Tax=unclassified Kitasatospora TaxID=2633591 RepID=A0A1Q5EDN1_9ACTN	0.618	359	122	5	3	354	2	352	4.135E-124	409
MGYP000126860043	UniRef90_UPI00223EFAE5 ATP-dependent DNA ligase n=1 Tax=Sphingomonas sp. S6-11 TaxID=2991075 RepID=UPI00223EFAE5	0.687	301	93	1	1	300	1	301	4.951E-136	440
MGYP003635721123	UniRef90_A0A534UWW5 Extracellular solute-binding protein n=1 Tax=Deltaproteobacteria bacterium TaxID=2026735 RepID=A0A534UWW5_UNCDE	0.587	393	157	2	1	388	1	393	2.579E-147	478
MGYP003108509317	UniRef90_A0A1H5KT19 Peptidase M50B-like n=1 Tax=Ruania alba TaxID=648782 RepID=A0A1H5KT19_9MICO	0.875	289	36	0	11	299	12	300	2.220E-166	528
MGYP000248784877	UniRef90_UPI001A02D337 hypothetical protein n=1 Tax=Escherichia coli TaxID=562 RepID=UPI001A02D337	0.376	69	43	0	1	69	1	69	3.959E-04	54
MGYP003109166457	UniRef90_A0A356L234 5'-deoxynucleotidase n=1 Tax=Oribacterium sp. TaxID=1969407 RepID=A0A356L234_9FIRM	0.256	273	181	7	49	303	59	327	1.125E-05	59
MGYP000362831547	UniRef90_A0A239BY21 Ammonium transporter n=1 Tax=Humidesulfovibrio mexicanus TaxID=147047 RepID=A0A239BY21_9DELT	1.000	412	0	0	1	412	1	412	9.515E-262	809
MGYP003109274228	UniRef90_A0A2J6JPX5 Uncharacterized protein n=1 Tax=Lactuca sativa TaxID=4236 RepID=A0A2J6JPX5_LACSA	0.616	449	141	7	10	431	15	459	1.860E-167	538
MGYP003624183582	UniRef90_A0A0N5AK50 Vps54 domain-containing protein n=1 Tax=Syphacia muris TaxID=451379 RepID=A0A0N5AK50_9BILA	0.274	1052	664	25	1	1010	1	994	1.773E-92	342
MGYP001544515232	UniRef90_Q8YPL4 All4180 protein n=2 Tax=Nostocaceae TaxID=1162 RepID=Q8YPL4_NOSS1	0.974	234	6	0	1	234	186	419	3.528E-148	473
MGYP003639185136	UniRef90_UPI00226F7CE6 hypothetical protein n=1 Tax=Klebsiella pneumoniae TaxID=573 RepID=UPI00226F7CE6	0.285	175	121	3	13	184	13	186	3.139E-08	66
MGYP001627852876	UniRef90_A0A6A8QGR5 DUF1275 domain-containing protein n=1 Tax=Telmatospirillum sp. TaxID=2079197 RepID=A0A6A8QGR5_9PROT	0.338	266	158	5	14	264	122	384	4.059E-34	143
MGYP003131803286	UniRef90_A0A6S6WMM4 Cysteine synthase n=16 Tax=Pseudidiomarina TaxID=2800384 RepID=A0A6S6WMM4_9GAMM	0.902	371	34	2	1	369	1	371	1.174E-206	648
MGYP000702098687	UniRef90_UPI0015CEEE66 GNAT family N-acetyltransferase n=1 Tax=Winogradskyella wichelsiae TaxID=2697007 RepID=UPI0015CEEE66	1.000	423	0	0	1	423	1	423	6.996E-273	842
MGYP003131440832	UniRef90_A0A494ZW64 NAD(P)H-dependent oxidoreductase n=1 Tax=Oceanobacillus halophilus TaxID=930130 RepID=A0A494ZW64_9BACI	0.285	312	202	9	3	306	33	331	9.905E-16	90
MGYP003624347314	UniRef90_A0A494ZW64 NAD(P)H-dependent oxidoreductase n=1 Tax=Oceanobacillus halophilus TaxID=930130 RepID=A0A494ZW64_9BACI	0.286	307	203	8	3	301	33	331	1.293E-20	105
MGYP001774945722	UniRef90_UPI00223EFAE5 ATP-dependent DNA ligase n=1 Tax=Sphingomonas sp. S6-11 TaxID=2991075 RepID=UPI00223EFAE5	0.652	299	103	1	4	301	5	303	3.200E-122	400
MGYP003624910605	UniRef90_A0A949R7S3 Uncharacterized protein n=1 Tax=Anaerolineales bacterium TaxID=2073117 RepID=A0A949R7S3_9CHLR	0.483	246	126	1	19	264	306	550	9.466E-60	218
MGYP001156851551	UniRef90_A0A933JV89 GMC family oxidoreductase n=1 Tax=Deltaproteobacteria bacterium TaxID=2026735 RepID=A0A933JV89_UNCDE	0.495	591	227	13	4	572	3	544	7.270E-152	500
MGYP003204040081	UniRef90_A0A535PDR6 Metallophosphoesterase family protein (Fragment) n=1 Tax=Chloroflexi bacterium TaxID=2026724 RepID=A0A535PDR6_UNCCH	0.876	284	35	0	1	284	1	284	6.085E-163	518
MGYP003108865646	UniRef90_UPI000D6954F2 hypothetical protein n=1 Tax=Aquimarina sp. AU474 TaxID=2108529 RepID=UPI000D6954F2	0.817	395	72	0	1	395	1	395	2.957E-212	666
MGYP003132079635	UniRef90_A0A0N5AK50 Vps54 domain-containing protein n=1 Tax=Syphacia muris TaxID=451379 RepID=A0A0N5AK50_9BILA	0.326	435	268	7	1	427	1	418	1.153E-56	229
MGYP000377540521	UniRef90_A0A0P9ESP7 site-specific DNA-methyltransferase (adenine-specific) (Fragment) n=2 Tax=Acidiplasma TaxID=507753 RepID=A0A0P9ESP7_9ARCH	0.967	338	11	0	1	338	1	338	4.020E-214	668
MGYP003109687206	UniRef90_UPI001952E154 hypothetical protein n=1 Tax=Stenotrophomonas maltophilia TaxID=40324 RepID=UPI001952E154	0.415	493	236	15	1	482	1	452	2.517E-93	326
MGYP003640629872	UniRef90_A0A2C6K5L5 Uncharacterized protein (Fragment) n=1 Tax=Cystoisospora suis TaxID=483139 RepID=A0A2C6K5L5_9APIC	0.628	560	182	12	1	546	1	548	1.142E-197	632
MGYP003388635561	UniRef90_A0A832ZYM1 Signal recognition particle 19 kDa protein n=1 Tax=Methanothermococcus okinawensis TaxID=155863 RepID=A0A832ZYM1_9EURY	0.691	557	144	8	6	548	8	550	1.443E-232	733
MGYP001278612732	UniRef90_A0A1V5JE37 DNA polymerase I n=1 Tax=bacterium ADurb.BinA028 TaxID=1866933 RepID=A0A1V5JE37_9BACT	0.753	393	88	6	1	386	1	391	1.187E-180	574
MGYP003333925207	UniRef90_UPI000D0B565C lipoate--protein ligase family protein n=1 Tax=Brachybacterium timonense TaxID=2050896 RepID=UPI000D0B565C	0.989	371	4	0	1	371	1	371	1.302E-245	760
MGYP001495822029	UniRef90_UPI000D0B565C lipoate--protein ligase family protein n=1 Tax=Brachybacterium timonense TaxID=2050896 RepID=UPI000D0B565C	0.964	371	13	0	1	371	1	371	1.828E-242	751
MGYP003329398298	UniRef90_D1A213 TadE family protein n=1 Tax=Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9) TaxID=471852 RepID=D1A213_THECD	0.748	429	91	7	89	509	1	420	3.277E-202	644
MGYP001169158013	UniRef90_A0A431K2C4 2OG-Fe dioxygenase family protein n=1 Tax=Burkholderiales bacterium TaxID=1891238 RepID=A0A431K2C4_9BURK	0.992	393	3	0	1	393	1	393	8.715E-254	785
MGYP003123282430	UniRef90_A0A494ZW64 NAD(P)H-dependent oxidoreductase n=1 Tax=Oceanobacillus halophilus TaxID=930130 RepID=A0A494ZW64_9BACI	0.303	310	195	11	3	302	33	331	2.424E-20	104
MGYP000535352787	UniRef90_A0A8C6H0L3 Uncharacterized protein n=2 Tax=Amniota TaxID=32524 RepID=A0A8C6H0L3_MUSSI	0.775	405	86	3	1	405	1	400	1.816E-197	623
MGYP003130771870	UniRef90_A0A0Q4UCX7 DksA C4-type domain-containing protein n=9 Tax=Methylobacterium TaxID=407 RepID=A0A0Q4UCX7_9HYPH	0.297	222	132	8	36	252	393	595	2.567E-08	67
MGYP000914502379	UniRef90_A0A0G4FS36 Uncharacterized protein n=2 Tax=Vitrella brassicaformis TaxID=1169539 RepID=A0A0G4FS36_VITBC	0.385	270	162	3	1	269	1	267	1.857E-40	162
MGYP003133150347	UniRef90_A0A371J7R2 U32 family peptidase n=1 Tax=Romboutsia weinsteinii TaxID=2020949 RepID=A0A371J7R2_9FIRM	0.678	420	109	4	53	451	1	415	1.353E-177	569
MGYP001324846549	UniRef90_A1S950 Sterol desaturase n=6 Tax=Shewanella TaxID=22 RepID=A1S950_SHEAM	0.985	412	6	0	1	412	1	412	3.186E-254	788
MGYP003147512252	UniRef90_A0A3P6SM32 Uncharacterized protein n=1 Tax=Litomosoides sigmodontis TaxID=42156 RepID=A0A3P6SM32_LITSI	0.786	351	71	2	1	348	1	350	2.166E-177	562
MGYP001245027200	UniRef90_A0A2H9ZTE6 UNC93-like protein 2 n=1 Tax=Apostasia shenzhenica TaxID=1088818 RepID=A0A2H9ZTE6_9ASPA	0.467	468	248	1	7	474	7	473	3.061E-133	441
MGYP003131974671	UniRef90_A0A494ZW64 NAD(P)H-dependent oxidoreductase n=1 Tax=Oceanobacillus halophilus TaxID=930130 RepID=A0A494ZW64_9BACI	0.278	312	205	9	3	306	33	332	2.938E-16	92
MGYP003645388886	UniRef90_A0A438MKN8 Uncharacterized protein n=1 Tax=Nonomuraea polychroma TaxID=46176 RepID=A0A438MKN8_9ACTN	0.886	432	49	0	3	434	6	437	7.387E-249	773
MGYP001661260214	UniRef90_A0A316IJQ9 Sigma-E factor negative regulatory protein RseA n=1 Tax=Fulvimonas soli TaxID=155197 RepID=A0A316IJQ9_9GAMM	0.994	369	2	0	1	369	1	369	1.665E-242	751
MGYP000503456973	UniRef90_A0A663FJQ4 Laminin G domain-containing protein n=2 Tax=Neognathae TaxID=8825 RepID=A0A663FJQ4_AQUCH	0.742	330	82	2	2	328	3	332	3.181E-148	477
MGYP003641358053	UniRef90_UPI001CDADDF6 glutamate racemase n=1 Tax=Apilactobacillus quenuiae TaxID=2008377 RepID=UPI001CDADDF6	0.648	472	139	9	1	464	1	453	4.373E-183	585
MGYP001593297288	UniRef90_A0A6H1ZH06 Putative capsid protein n=3 Tax=viral metagenome TaxID=1070528 RepID=A0A6H1ZH06_9ZZZZ	0.276	315	193	11	13	296	25	335	4.407E-17	94
MGYP003206433857	UniRef90_A0A2E9BZF1 Uncharacterized protein n=1 Tax=Variovorax sp. TaxID=1871043 RepID=A0A2E9BZF1_9BURK	0.494	178	86	1	134	311	193	366	2.297E-45	178
MGYP001167565015	UniRef90_A0A494ZW64 NAD(P)H-dependent oxidoreductase n=1 Tax=Oceanobacillus halophilus TaxID=930130 RepID=A0A494ZW64_9BACI	0.300	310	195	11	3	301	33	331	2.371E-20	104
MGYP003198712874	UniRef90_A0A364WK89 Lipocalin-like domain-containing protein n=1 Tax=Mucilaginibacter rubeus TaxID=2027860 RepID=A0A364WK89_9SPHI	0.986	984	14	0	1	984	1	984	0.000E+00	1889
MGYP001171887510	UniRef90_A0A8D8PPD4 Single-stranded DNA-binding protein 2 n=1 Tax=Cacopsylla melanoneura TaxID=428564 RepID=A0A8D8PPD4_9HEMI	1.000	380	0	0	1	380	1	380	3.216E-237	737
MGYP003131805704	UniRef90_A0A2W5TDC2 Amino acid ABC transporter n=2 Tax=Hyphomicrobiales TaxID=356 RepID=A0A2W5TDC2_STANO	0.778	374	83	0	1	374	1	374	3.744E-193	609
MGYP000020747349	UniRef90_UPI0016771803 class E sortase n=4 Tax=Streptomyces TaxID=1883 RepID=UPI0016771803	0.995	477	2	0	1	477	1	477	1.970E-315	968
MGYP001265759582	UniRef90_H0VI51 Endoplasmic reticulum junction formation protein lunapark n=23 Tax=Boreoeutheria TaxID=1437010 RepID=H0VI51_CAVPO	0.989	182	2	0	1	182	267	448	1.123E-116	377
MGYP003289149441	UniRef90_UPI00225498DC hypothetical protein n=1 Tax=Paraliomyxa miuraensis TaxID=376150 RepID=UPI00225498DC	0.476	342	155	6	130	467	148	469	4.530E-82	294
MGYP001375405827	UniRef90_A0A0N6ZIE7 Acyl carrier protein n=2 Tax=unclassified Streptomyces TaxID=2593676 RepID=A0A0N6ZIE7_9ACTN	0.588	209	85	1	1	209	356	563	7.030E-72	250
MGYP003631978404	UniRef90_A0A8D8I9R5 Probable multidrug resistance-associated protein lethal(2)03659 (Fragment) n=1 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8I9R5_CULPI	0.314	261	140	10	17	245	38	291	9.503E-19	100
MGYP003111672234	UniRef90_A0A0Q4UCX7 DksA C4-type domain-containing protein n=9 Tax=Methylobacterium TaxID=407 RepID=A0A0Q4UCX7_9HYPH	0.301	219	131	8	38	252	395	595	4.403E-09	70
MGYP003630613988	UniRef90_A0A3L7S3I1 Saccharopine dehydrogenase family protein n=1 Tax=Planctomycetota bacterium TaxID=2026780 RepID=A0A3L7S3I1_UNCPL	0.275	200	132	4	122	313	60	254	1.066E-16	93
MGYP001407636586	UniRef90_A0A494ZW64 NAD(P)H-dependent oxidoreductase n=1 Tax=Oceanobacillus halophilus TaxID=930130 RepID=A0A494ZW64_9BACI	0.273	311	211	7	3	311	33	330	6.137E-19	100
MGYP003640120576	UniRef90_D3ID88 Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family n=1 Tax=Prevotella sp. oral taxon 299 str. F0039 TaxID=575614 RepID=D3ID88_9BACT	0.783	346	74	1	43	387	1	346	6.891E-171	546
MGYP003112926210	UniRef90_A0A523VI39 Uncharacterized protein (Fragment) n=2 Tax=Proteobacteria TaxID=1224 RepID=A0A523VI39_9DELT	0.362	651	358	15	1	623	1	622	1.471E-94	336
MGYP001392425131	UniRef90_A0A7I4Y3H2 7TM GPCR domain containing protein n=1 Tax=Haemonchus contortus TaxID=6289 RepID=A0A7I4Y3H2_HAECO	0.274	288	162	13	34	302	371	630	3.550E-06	61
MGYP001201883948	UniRef90_UPI001558A9DB hypothetical protein n=1 Tax=Suttonella indologenes TaxID=13276 RepID=UPI001558A9DB	0.292	202	113	7	122	302	260	452	3.501E-04	54
MGYP003120535505	UniRef90_A0A151PBQ5 Uncharacterized protein n=2 Tax=Alligator mississippiensis TaxID=8496 RepID=A0A151PBQ5_ALLMI	0.306	366	207	7	10	371	5	327	1.173E-30	137
MGYP003643223497	UniRef90_UPI0006B50CFE dTDP-4-dehydrorhamnose reductase n=1 Tax=Cypionkella psychrotolerans TaxID=1678131 RepID=UPI0006B50CFE	0.491	470	193	6	6	443	3	458	3.825E-127	422
MGYP003108735519	UniRef90_A0A327TFC0 Anti-sigma factor antagonist n=1 Tax=Kitasatospora sp. SolWspMP-SS2h TaxID=1305729 RepID=A0A327TFC0_9ACTN	0.246	215	137	8	2	204	21	222	1.393E-05	58
MGYP003641039823	UniRef90_UPI00097E5961 transcriptional regulator n=1 Tax=Sphingopyxis sp. KK2 TaxID=1855727 RepID=UPI00097E5961	0.647	530	145	9	1	509	87	595	6.488E-207	657
MGYP001619032387	UniRef90_A0A151PBQ5 Uncharacterized protein n=2 Tax=Alligator mississippiensis TaxID=8496 RepID=A0A151PBQ5_ALLMI	0.395	336	158	3	12	313	8	332	1.451E-65	237
MGYP003624883520	UniRef90_A0A1V9A5K5 AraC family transcriptional regulator n=4 Tax=Saccharomonospora piscinae TaxID=687388 RepID=A0A1V9A5K5_SACPI	0.346	329	195	8	6	317	5	330	3.920E-40	163
MGYP000392276880	UniRef90_A0A2N7WSM1 Uncharacterized protein n=1 Tax=Paraburkholderia rhynchosiae TaxID=487049 RepID=A0A2N7WSM1_9BURK	1.000	457	0	0	1	457	1	457	9.789E-299	919
MGYP003357318969	UniRef90_A0A350UVL9 DNA helicase n=2 Tax=Nitrospinae TaxID=1293497 RepID=A0A350UVL9_9BACT	0.580	272	113	1	1	271	1	272	1.986E-97	327
MGYP001188498027	UniRef90_A0A2E6SFD9 NAD(P) transhydrogenase subunit beta n=1 Tax=Candidatus Marinimicrobia bacterium TaxID=2026760 RepID=A0A2E6SFD9_9BACT	0.599	499	190	5	3	500	5	494	1.659E-177	571
MGYP003134076586	UniRef90_UPI00177AB8C8 hypothetical protein n=1 Tax=Bacillus methanolicus TaxID=1471 RepID=UPI00177AB8C8	0.425	303	162	3	152	442	145	447	1.032E-62	235
MGYP000249295618	UniRef90_A0A2U0TAK7 Uncharacterized protein n=1 Tax=Pasteurella langaaensis DSM 22999 TaxID=1122935 RepID=A0A2U0TAK7_9PAST	0.735	423	111	1	1	422	1	423	1.092E-196	622
MGYP003113600401	UniRef90_A0A3L7S3I1 Saccharopine dehydrogenase family protein n=1 Tax=Planctomycetota bacterium TaxID=2026780 RepID=A0A3L7S3I1_UNCPL	0.335	191	119	4	116	302	65	251	1.074E-22	111
MGYP000504493363	UniRef90_UPI0016771803 class E sortase n=4 Tax=Streptomyces TaxID=1883 RepID=UPI0016771803	0.997	477	1	0	1	477	1	477	1.584E-316	971
MGYP003112692639	UniRef90_A0A3D2NCR6 Carbohydrate-binding protein n=2 Tax=Prevotella TaxID=838 RepID=A0A3D2NCR6_9BACT	0.438	376	207	3	1	375	1	373	5.057E-91	314
MGYP001383146917	UniRef90_A0A1Q4WWL1 Uncharacterized protein n=5 Tax=Nocardiopsaceae TaxID=83676 RepID=A0A1Q4WWL1_9ACTN	0.562	354	150	3	1	353	1	350	1.199E-116	387
MGYP000672736020	UniRef90_UPI0020A1C726 HAMP domain-containing sensor histidine kinase n=1 Tax=Halomonas sp. Y3 TaxID=2956797 RepID=UPI0020A1C726	0.587	422	169	3	34	454	47	464	5.493E-155	503
MGYP003131750871	UniRef90_A0A942HIJ4 Uncharacterized protein n=1 Tax=Acidobacteria bacterium TaxID=1978231 RepID=A0A942HIJ4_9BACT	0.341	416	256	8	10	412	14	424	6.273E-69	252
MGYP001404996557	UniRef90_A4X5S3 D,D-heptose 1,7-bisphosphate phosphatase n=2 Tax=Salinispora tropica TaxID=168695 RepID=A4X5S3_SALTO	0.689	335	94	3	4	335	15	342	1.731E-141	458
MGYP003290198821	UniRef90_A0A8T5A6K4 Uncharacterized protein n=1 Tax=Candidatus Bathyarchaeota archaeon TaxID=2026714 RepID=A0A8T5A6K4_9ARCH	0.415	479	234	13	8	469	14	463	2.931E-99	344
MGYP001376200174	UniRef90_A0A7J6S338 Uncharacterized protein n=1 Tax=Perkinsus olseni TaxID=32597 RepID=A0A7J6S338_PEROL	0.874	382	46	1	1	380	1	382	2.119E-223	697
MGYP003133000315	UniRef90_A0A4U1EQD3 40S ribosomal protein SA C-terminal domain-containing protein n=1 Tax=Monodon monoceros TaxID=40151 RepID=A0A4U1EQD3_MONMO	0.276	354	219	9	9	337	7	348	1.104E-21	109
MGYP000097419240	UniRef90_UPI0016771803 class E sortase n=4 Tax=Streptomyces TaxID=1883 RepID=UPI0016771803	0.997	477	1	0	1	477	1	477	7.655E-316	969
MGYP003289021717	UniRef90_A0A1H1TYN2 Site-specific recombinase XerD n=2 Tax=unclassified Gillisia TaxID=2615025 RepID=A0A1H1TYN2_9FLAO	0.506	403	199	0	1	403	1	403	6.993E-133	437
MGYP001217686582	UniRef90_A0A3N2EVC3 Uncharacterized protein n=3 Tax=Raoultella TaxID=160674 RepID=A0A3N2EVC3_9ENTR	0.294	234	140	9	13	223	380	611	3.389E-09	68
MGYP003177961729	UniRef90_A0A023XCB8 TerC family protein n=23 Tax=Bradyrhizobium TaxID=374 RepID=A0A023XCB8_BRAJP	0.994	669	4	0	1	669	1	669	0.000E+00	1345
MGYP001301876493	UniRef90_A0A2K9AHZ4 Glycerol-3-phosphate dehydrogenase [NAD(P)+] n=1 Tax=Tenericutes bacterium MO-XQ TaxID=1911684 RepID=A0A2K9AHZ4_9BACT	0.937	369	23	0	1	369	306	674	1.504E-215	674
MGYP003629847137	UniRef90_T0M212 PHB domain-containing protein n=1 Tax=Thermoplasmatales archaeon A-plasma TaxID=667135 RepID=T0M212_9ARCH	0.756	324	69	4	2	319	142	461	2.522E-147	474
MGYP003636133683	UniRef90_A0A0Q4UCX7 DksA C4-type domain-containing protein n=9 Tax=Methylobacterium TaxID=407 RepID=A0A0Q4UCX7_9HYPH	0.260	273	167	10	38	294	395	648	2.644E-05	58
MGYP003108894514	UniRef90_A0A382NF39 Uncharacterized protein (Fragment) n=1 Tax=marine metagenome TaxID=408172 RepID=A0A382NF39_9ZZZZ	0.963	466	17	0	1	466	1	466	2.506E-284	878
MGYP003633222652	UniRef90_A0A7T8BBD6 Threonine synthase n=1 Tax=Breznakiella homolactica TaxID=2798577 RepID=A0A7T8BBD6_9SPIR	0.553	464	169	8	4	437	2	457	8.723E-149	484
MGYP003085257377	UniRef90_A0A2S7UCD2 ATPase F0F1 n=8 Tax=Nonlabens TaxID=363408 RepID=A0A2S7UCD2_9FLAO	0.946	490	26	0	1	490	1	490	2.990E-297	916
MGYP000130361336	UniRef90_UPI00111C2F15 hypothetical protein n=1 Tax=Sphingomonas azotifigens TaxID=330920 RepID=UPI00111C2F15	0.292	332	184	12	6	287	3	333	4.758E-19	100
